"GEO_ID","NAME","B19083_001E","B19083_001M",
"0500000US34001","Atlantic County, New Jersey","0.4767","0.0228",
"0500000US34003","Bergen County, New Jersey","0.4785","0.0110",
"0500000US34005","Burlington County, New Jersey","0.4317","0.0144",
"0500000US34007","Camden County, New Jersey","0.4680","0.0134",
"0500000US34009","Cape May County, New Jersey","0.4850","0.0434",
"0500000US34011","Cumberland County, New Jersey","0.4647","0.0337",
"0500000US34013","Essex County, New Jersey","0.5562","0.0110",
"0500000US34015","Gloucester County, New Jersey","0.4247","0.0172",
"0500000US34017","Hudson County, New Jersey","0.5119","0.0146",
"0500000US34019","Hunterdon County, New Jersey","0.4328","0.0271",
"0500000US34021","Mercer County, New Jersey","0.5006","0.0178",
"0500000US34023","Middlesex County, New Jersey","0.4329","0.0105",
"0500000US34025","Monmouth County, New Jersey","0.4826","0.0148",
"0500000US34027","Morris County, New Jersey","0.4642","0.0155",
"0500000US34029","Ocean County, New Jersey","0.4653","0.0159",
"0500000US34031","Passaic County, New Jersey","0.4682","0.0128",
"0500000US34033","Salem County, New Jersey","0.4101","0.0229",
"0500000US34035","Somerset County, New Jersey","0.4687","0.0190",
"0500000US34037","Sussex County, New Jersey","0.4108","0.0289",
"0500000US34039","Union County, New Jersey","0.4883","0.0119",
"0500000US34041","Warren County, New Jersey","0.4539","0.0271",
"0500000US35001","Bernalillo County, New Mexico","0.4768","0.0119",
"0500000US35013","Doña Ana County, New Mexico","0.4922","0.0246",
"0500000US35025","Lea County, New Mexico","0.4787","0.0418",
"0500000US35031","McKinley County, New Mexico","0.5108","0.0455",
"0500000US35035","Otero County, New Mexico","0.4455","0.0405",
"0500000US35043","Sandoval County, New Mexico","0.4195","0.0329",
"0500000US35045","San Juan County, New Mexico","0.4895","0.0299",
"0500000US35049","Santa Fe County, New Mexico","0.4845","0.0231",
"0500000US35061","Valencia County, New Mexico","0.4502","0.0497",
"0500000US36001","Albany County, New York","0.4516","0.0153",
"0500000US36005","Bronx County, New York","0.5111","0.0107",
"0500000US36007","Broome County, New York","0.4625","0.0238",
"0500000US36009","Cattaraugus County, New York","0.4233","0.0218",
"0500000US36011","Cayuga County, New York","0.4668","0.0432",
"0500000US36013","Chautauqua County, New York","0.4574","0.0284",
"0500000US36015","Chemung County, New York","0.4520","0.0368",
"0500000US36019","Clinton County, New York","0.4218","0.0295",
"0500000US36027","Dutchess County, New York","0.4683","0.0206",
"0500000US36029","Erie County, New York","0.4556","0.0095",
"0500000US36045","Jefferson County, New York","0.4206","0.0271",
"0500000US36047","Kings County, New York","0.5344","0.0098",
"0500000US36053","Madison County, New York","0.4532","0.0388",
"0500000US36055","Monroe County, New York","0.4645","0.0131",
"0500000US36059","Nassau County, New York","0.4486","0.0098",
"0500000US36061","New York County, New York","0.5953","0.0091",
"0500000US36063","Niagara County, New York","0.4435","0.0209",
"0500000US36065","Oneida County, New York","0.4836","0.0300",
"0500000US36067","Onondaga County, New York","0.4780","0.0142",
"0500000US36069","Ontario County, New York","0.4525","0.0342",
"0500000US36071","Orange County, New York","0.4417","0.0201",
"0500000US36075","Oswego County, New York","0.4331","0.0284",
"0500000US36079","Putnam County, New York","0.4471","0.0292",
"0500000US36081","Queens County, New York","0.4664","0.0071",
"0500000US36083","Rensselaer County, New York","0.4299","0.0162",
"0500000US36085","Richmond County, New York","0.4536","0.0139",
"0500000US36087","Rockland County, New York","0.4465","0.0182",
"0500000US36089","St. Lawrence County, New York","0.4337","0.0395",
"0500000US36091","Saratoga County, New York","0.4345","0.0199",
"0500000US36093","Schenectady County, New York","0.4236","0.0223",
"0500000US36101","Steuben County, New York","0.4741","0.0255",
"0500000US36103","Suffolk County, New York","0.4510","0.0090",
"0500000US36105","Sullivan County, New York","0.5216","0.0403",
"0500000US36109","Tompkins County, New York","0.4823","0.0301",
"0500000US36111","Ulster County, New York","0.4855","0.0255",
"0500000US36113","Warren County, New York","0.4575","0.0429",
"0500000US36117","Wayne County, New York","0.4052","0.0274",
"0500000US36119","Westchester County, New York","0.5316","0.0082",
"0500000US37001","Alamance County, North Carolina","0.4203","0.0186",
"0500000US37019","Brunswick County, North Carolina","0.4324","0.0286",
"0500000US37021","Buncombe County, North Carolina","0.4968","0.0310",
"0500000US37023","Burke County, North Carolina","0.4548","0.0378",
"0500000US37025","Cabarrus County, North Carolina","0.4171","0.0250",
"0500000US37027","Caldwell County, North Carolina","0.4812","0.0324",
"0500000US37031","Carteret County, North Carolina","0.4329","0.0199",
"0500000US37035","Catawba County, North Carolina","0.4521","0.0216",
"0500000US37037","Chatham County, North Carolina","0.5267","0.0446",
"0500000US37045","Cleveland County, North Carolina","0.4391","0.0347",
"0500000US37049","Craven County, North Carolina","0.4437","0.0377",
"0500000US37051","Cumberland County, North Carolina","0.4387","0.0144",
"0500000US37057","Davidson County, North Carolina","0.4544","0.0325",
"0500000US37063","Durham County, North Carolina","0.4770","0.0234",
"0500000US37067","Forsyth County, North Carolina","0.4864","0.0191",
"0500000US37069","Franklin County, North Carolina","0.4163","0.0352",
"0500000US37071","Gaston County, North Carolina","0.4584","0.0200",
"0500000US37081","Guilford County, North Carolina","0.4754","0.0154",
"0500000US37085","Harnett County, North Carolina","0.4278","0.0232",
"0500000US37089","Henderson County, North Carolina","0.4542","0.0295",
"0500000US37097","Iredell County, North Carolina","0.4544","0.0174",
"0500000US37101","Johnston County, North Carolina","0.4071","0.0257",
"0500000US37109","Lincoln County, North Carolina","0.4281","0.0237",
"0500000US37119","Mecklenburg County, North Carolina","0.4845","0.0107",
"0500000US37125","Moore County, North Carolina","0.4812","0.0347",
"0500000US37127","Nash County, North Carolina","0.4575","0.0535",
"0500000US37129","New Hanover County, North Carolina","0.4985","0.0212",
"0500000US37133","Onslow County, North Carolina","0.4611","0.0555",
"0500000US37135","Orange County, North Carolina","0.5097","0.0216",
"0500000US37147","Pitt County, North Carolina","0.5085","0.0276",
"0500000US37151","Randolph County, North Carolina","0.4164","0.0211",
"0500000US37155","Robeson County, North Carolina","0.5013","0.0238",
"0500000US37157","Rockingham County, North Carolina","0.5097","0.0438",
"0500000US37159","Rowan County, North Carolina","0.4355","0.0189",
"0500000US37171","Surry County, North Carolina","0.5105","0.0721",
"0500000US37179","Union County, North Carolina","0.4437","0.0192",
"0500000US37183","Wake County, North Carolina","0.4570","0.0099",
"0500000US37191","Wayne County, North Carolina","0.4547","0.0266",
"0500000US37193","Wilkes County, North Carolina","0.4554","0.0446",
"0500000US37195","Wilson County, North Carolina","0.4716","0.0361",
"0500000US38015","Burleigh County, North Dakota","0.4221","0.0313",
"0500000US38017","Cass County, North Dakota","0.4696","0.0255",
"0500000US38035","Grand Forks County, North Dakota","0.4561","0.0312",
"0500000US38101","Ward County, North Dakota","0.4000","0.0317",
"0500000US39003","Allen County, Ohio","0.4431","0.0274",
"0500000US39007","Ashtabula County, Ohio","0.4089","0.0204",
"0500000US39013","Belmont County, Ohio","0.4409","0.0315",
"0500000US39017","Butler County, Ohio","0.4302","0.0137",
"0500000US39023","Clark County, Ohio","0.4210","0.0178",
"0500000US39025","Clermont County, Ohio","0.4631","0.0273",
"0500000US39029","Columbiana County, Ohio","0.5279","0.0577",
"0500000US39035","Cuyahoga County, Ohio","0.5065","0.0090",
"0500000US39041","Delaware County, Ohio","0.4175","0.0193",
"0500000US39043","Erie County, Ohio","0.4656","0.0332",
"0500000US39045","Fairfield County, Ohio","0.4048","0.0215",
"0500000US39049","Franklin County, Ohio","0.4651","0.0110",
"0500000US39055","Geauga County, Ohio","0.4396","0.0242",
"0500000US39057","Greene County, Ohio","0.4276","0.0196",
"0500000US39061","Hamilton County, Ohio","0.5198","0.0127",
"0500000US39063","Hancock County, Ohio","0.4386","0.0271",
"0500000US39085","Lake County, Ohio","0.4096","0.0166",
"0500000US39089","Licking County, Ohio","0.4425","0.0322",
"0500000US39093","Lorain County, Ohio","0.4650","0.0244",
"0500000US39095","Lucas County, Ohio","0.4962","0.0204",
"0500000US39099","Mahoning County, Ohio","0.5019","0.0267",
"0500000US39101","Marion County, Ohio","0.4358","0.0527",
"0500000US39103","Medina County, Ohio","0.4010","0.0197",
"0500000US39109","Miami County, Ohio","0.4279","0.0294",
"0500000US39113","Montgomery County, Ohio","0.4474","0.0100",
"0500000US39119","Muskingum County, Ohio","0.4795","0.0503",
"0500000US39133","Portage County, Ohio","0.4724","0.0253",
"0500000US39139","Richland County, Ohio","0.4753","0.0341",
"0500000US39141","Ross County, Ohio","0.4877","0.0354",
"0500000US39145","Scioto County, Ohio","0.4875","0.0245",
"0500000US39151","Stark County, Ohio","0.4368","0.0128",
"0500000US39153","Summit County, Ohio","0.4801","0.0136",
"0500000US39155","Trumbull County, Ohio","0.4450","0.0202",
"0500000US39157","Tuscarawas County, Ohio","0.4357","0.0290",
"0500000US39165","Warren County, Ohio","0.4071","0.0221",
"0500000US39169","Wayne County, Ohio","0.4061","0.0204",
"0500000US39173","Wood County, Ohio","0.4533","0.0303",
"0500000US40017","Canadian County, Oklahoma","0.3907","0.0252",
"0500000US40027","Cleveland County, Oklahoma","0.4323","0.0217",
"0500000US40031","Comanche County, Oklahoma","0.4585","0.0294",
"0500000US40037","Creek County, Oklahoma","0.4342","0.0216",
"0500000US40101","Muskogee County, Oklahoma","0.4530","0.0359",
"0500000US40109","Oklahoma County, Oklahoma","0.4757","0.0108",
"0500000US40119","Payne County, Oklahoma","0.4641","0.0336",
"0500000US40125","Pottawatomie County, Oklahoma","0.4357","0.0232",
"0500000US40131","Rogers County, Oklahoma","0.4297","0.0242",
"0500000US40143","Tulsa County, Oklahoma","0.4853","0.0095",
"0500000US40145","Wagoner County, Oklahoma","0.4163","0.0165",
"0500000US41003","Benton County, Oregon","0.4842","0.0291",
"0500000US41005","Clackamas County, Oregon","0.4460","0.0159",
"0500000US41017","Deschutes County, Oregon","0.4512","0.0324",
"0500000US41019","Douglas County, Oregon","0.4403","0.0268",
"0500000US41029","Jackson County, Oregon","0.4410","0.0243",
"0500000US41033","Josephine County, Oregon","0.4724","0.0467",
"0500000US41035","Klamath County, Oregon","0.4923","0.0701",
"0500000US41039","Lane County, Oregon","0.4705","0.0204",
"0500000US41043","Linn County, Oregon","0.4053","0.0246",
"0500000US41047","Marion County, Oregon","0.4358","0.0224",
"0500000US41051","Multnomah County, Oregon","0.4704","0.0085",
"0500000US41053","Polk County, Oregon","0.4613","0.0365",
"0500000US41059","Umatilla County, Oregon","0.3943","0.0251",
"0500000US41067","Washington County, Oregon","0.4364","0.0140",
"0500000US41071","Yamhill County, Oregon","0.4105","0.0277",
"0500000US42001","Adams County, Pennsylvania","0.4115","0.0242",
"0500000US42003","Allegheny County, Pennsylvania","0.4910","0.0075",
"0500000US42005","Armstrong County, Pennsylvania","0.4383","0.0326",
"0500000US42007","Beaver County, Pennsylvania","0.4226","0.0181",
"0500000US42011","Berks County, Pennsylvania","0.4503","0.0129",
"0500000US42013","Blair County, Pennsylvania","0.4399","0.0277",
"0500000US42017","Bucks County, Pennsylvania","0.4456","0.0113",
"0500000US42019","Butler County, Pennsylvania","0.4506","0.0173",
"0500000US42021","Cambria County, Pennsylvania","0.4773","0.0404",
"0500000US42025","Carbon County, Pennsylvania","0.4689","0.0424",
"0500000US42027","Centre County, Pennsylvania","0.4919","0.0296",
"0500000US42029","Chester County, Pennsylvania","0.4446","0.0119",
"0500000US42033","Clearfield County, Pennsylvania","0.4467","0.0380",
"0500000US42039","Crawford County, Pennsylvania","0.4775","0.0332",
"0500000US42041","Cumberland County, Pennsylvania","0.3960","0.0134",
"0500000US42043","Dauphin County, Pennsylvania","0.4506","0.0192",
"0500000US42045","Delaware County, Pennsylvania","0.4909","0.0129",
"0500000US42049","Erie County, Pennsylvania","0.4560","0.0175",
"0500000US42051","Fayette County, Pennsylvania","0.4531","0.0233",
"0500000US42055","Franklin County, Pennsylvania","0.4402","0.0368",
"0500000US42063","Indiana County, Pennsylvania","0.4392","0.0238",
"0500000US42069","Lackawanna County, Pennsylvania","0.4543","0.0291",
"0500000US42071","Lancaster County, Pennsylvania","0.4261","0.0136",
"0500000US42073","Lawrence County, Pennsylvania","0.4243","0.0221",
"0500000US42075","Lebanon County, Pennsylvania","0.4288","0.0311",
"0500000US42077","Lehigh County, Pennsylvania","0.4740","0.0153",
"0500000US42079","Luzerne County, Pennsylvania","0.4445","0.0165",
"0500000US42081","Lycoming County, Pennsylvania","0.3987","0.0214",
"0500000US42085","Mercer County, Pennsylvania","0.4426","0.0305",
"0500000US42089","Monroe County, Pennsylvania","0.3820","0.0219",
"0500000US42091","Montgomery County, Pennsylvania","0.4639","0.0087",
"0500000US42095","Northampton County, Pennsylvania","0.4237","0.0165",
"0500000US42097","Northumberland County, Pennsylvania","0.4131","0.0202",
"0500000US42101","Philadelphia County, Pennsylvania","0.5142","0.0096",
"0500000US42107","Schuylkill County, Pennsylvania","0.4489","0.0257",
"0500000US42111","Somerset County, Pennsylvania","0.4067","0.0193",
"0500000US42125","Washington County, Pennsylvania","0.4555","0.0187",
"0500000US42129","Westmoreland County, Pennsylvania","0.4668","0.0170",
"0500000US42133","York County, Pennsylvania","0.4118","0.0129",
"0500000US44003","Kent County, Rhode Island","0.4666","0.0295",
"0500000US44005","Newport County, Rhode Island","0.4613","0.0327",
"0500000US44007","Providence County, Rhode Island","0.4715","0.0144",
"0500000US44009","Washington County, Rhode Island","0.4316","0.0190",
"0500000US45003","Aiken County, South Carolina","0.4773","0.0283",
"0500000US45007","Anderson County, South Carolina","0.4567","0.0313",
"0500000US45013","Beaufort County, South Carolina","0.4860","0.0276",
"0500000US45015","Berkeley County, South Carolina","0.4177","0.0203",
"0500000US45019","Charleston County, South Carolina","0.4996","0.0194",
"0500000US45035","Dorchester County, South Carolina","0.4336","0.0240",
"0500000US45041","Florence County, South Carolina","0.5006","0.0296",
"0500000US45045","Greenville County, South Carolina","0.4806","0.0172",
"0500000US45047","Greenwood County, South Carolina","0.4399","0.0376",
"0500000US45051","Horry County, South Carolina","0.4389","0.0182",
"0500000US45055","Kershaw County, South Carolina","0.4521","0.0376",
"0500000US45057","Lancaster County, South Carolina","0.4542","0.0359",
"0500000US45059","Laurens County, South Carolina","0.4022","0.0296",
"0500000US45063","Lexington County, South Carolina","0.4178","0.0130",
"0500000US45073","Oconee County, South Carolina","0.5010","0.0695",
"0500000US45075","Orangeburg County, South Carolina","0.5133","0.0411",
"0500000US45077","Pickens County, South Carolina","0.5105","0.0551",
"0500000US45079","Richland County, South Carolina","0.4844","0.0166",
"0500000US45083","Spartanburg County, South Carolina","0.4396","0.0151",
"0500000US45085","Sumter County, South Carolina","0.4775","0.0296",
"0500000US45091","York County, South Carolina","0.4488","0.0214",
"0500000US46083","Lincoln County, South Dakota","0.4613","0.0553",
"0500000US46099","Minnehaha County, South Dakota","0.4464","0.0263",
"0500000US46103","Pennington County, South Dakota","0.4504","0.0355",
"0500000US47001","Anderson County, Tennessee","0.4403","0.0381",
"0500000US47009","Blount County, Tennessee","0.4382","0.0411",
"0500000US47011","Bradley County, Tennessee","0.4445","0.0341",
"0500000US47037","Davidson County, Tennessee","0.5083","0.0150",
"0500000US47059","Greene County, Tennessee","0.4529","0.0479",
"0500000US47065","Hamilton County, Tennessee","0.4983","0.0243",
"0500000US47093","Knox County, Tennessee","0.4799","0.0153",
"0500000US47113","Madison County, Tennessee","0.4840","0.0392",
"0500000US47119","Maury County, Tennessee","0.4635","0.0469",
"0500000US47125","Montgomery County, Tennessee","0.3989","0.0286",
"0500000US47141","Putnam County, Tennessee","0.4425","0.0238",
"0500000US47147","Robertson County, Tennessee","0.4306","0.0518",
"0500000US47149","Rutherford County, Tennessee","0.3991","0.0214",
"0500000US47155","Sevier County, Tennessee","0.4603","0.0371",
"0500000US47157","Shelby County, Tennessee","0.5187","0.0132",
"0500000US47163","Sullivan County, Tennessee","0.5192","0.0322",
"0500000US47165","Sumner County, Tennessee","0.4388","0.0290",
"0500000US47179","Washington County, Tennessee","0.4985","0.0521",
"0500000US47187","Williamson County, Tennessee","0.4405","0.0198",
"0500000US47189","Wilson County, Tennessee","0.4106","0.0280",
"0500000US48005","Angelina County, Texas","0.4497","0.0318",
"0500000US48021","Bastrop County, Texas","0.4015","0.0362",
"0500000US48027","Bell County, Texas","0.4527","0.0198",
"0500000US48029","Bexar County, Texas","0.4622","0.0091",
"0500000US48037","Bowie County, Texas","0.4651","0.0323",
"0500000US48039","Brazoria County, Texas","0.4122","0.0187",
"0500000US48041","Brazos County, Texas","0.5491","0.0309",
"0500000US48061","Cameron County, Texas","0.4766","0.0186",
"0500000US48085","Collin County, Texas","0.4276","0.0088",
"0500000US48091","Comal County, Texas","0.4301","0.0283",
"0500000US48099","Coryell County, Texas","0.3944","0.0303",
"0500000US48113","Dallas County, Texas","0.5007","0.0090",
"0500000US48121","Denton County, Texas","0.4365","0.0129",
"0500000US48135","Ector County, Texas","0.4454","0.0367",
"0500000US48139","Ellis County, Texas","0.3865","0.0228",
"0500000US48141","El Paso County, Texas","0.4685","0.0136",
"0500000US48157","Fort Bend County, Texas","0.4360","0.0162",
"0500000US48167","Galveston County, Texas","0.4354","0.0183",
"0500000US48181","Grayson County, Texas","0.4312","0.0292",
"0500000US48183","Gregg County, Texas","0.4713","0.0546",
"0500000US48187","Guadalupe County, Texas","0.3912","0.0216",
"0500000US48201","Harris County, Texas","0.5038","0.0079",
"0500000US48203","Harrison County, Texas","0.4785","0.0593",
"0500000US48209","Hays County, Texas","0.4516","0.0237",
"0500000US48213","Henderson County, Texas","0.4860","0.0438",
"0500000US48215","Hidalgo County, Texas","0.4694","0.0129",
"0500000US48231","Hunt County, Texas","0.4565","0.0259",
"0500000US48245","Jefferson County, Texas","0.4763","0.0290",
"0500000US48251","Johnson County, Texas","0.3823","0.0199",
"0500000US48257","Kaufman County, Texas","0.3691","0.0191",
"0500000US48291","Liberty County, Texas","0.4089","0.0343",
"0500000US48303","Lubbock County, Texas","0.4817","0.0184",
"0500000US48309","McLennan County, Texas","0.4711","0.0283",
"0500000US48329","Midland County, Texas","0.4691","0.0452",
"0500000US48339","Montgomery County, Texas","0.4609","0.0252",
"0500000US48355","Nueces County, Texas","0.4700","0.0186",
"0500000US48361","Orange County, Texas","0.4645","0.0344",
"0500000US48367","Parker County, Texas","0.4143","0.0229",
"0500000US48375","Potter County, Texas","0.5048","0.0508",
"0500000US48381","Randall County, Texas","0.4368","0.0305",
"0500000US48397","Rockwall County, Texas","0.4039","0.0352",
"0500000US48409","San Patricio County, Texas","0.4557","0.0351",
"0500000US48423","Smith County, Texas","0.4550","0.0246",
"0500000US48427","Starr County, Texas","0.5070","0.0420",
"0500000US48439","Tarrant County, Texas","0.4684","0.0082",
"0500000US48441","Taylor County, Texas","0.4363","0.0252",
"0500000US48451","Tom Green County, Texas","0.4441","0.0360",
"0500000US48453","Travis County, Texas","0.4886","0.0132",
"0500000US48469","Victoria County, Texas","0.4350","0.0232",
"0500000US48471","Walker County, Texas","0.4827","0.0451",
"0500000US48479","Webb County, Texas","0.4785","0.0268",
"0500000US48485","Wichita County, Texas","0.4574","0.0261",
"0500000US48491","Williamson County, Texas","0.4075","0.0119",
"0500000US48497","Wise County, Texas","0.4303","0.0385",
"0500000US49005","Cache County, Utah","0.4527","0.0324",
"0500000US49011","Davis County, Utah","0.4343","0.0246",
"0500000US49035","Salt Lake County, Utah","0.4390","0.0095",
"0500000US49045","Tooele County, Utah","0.3458","0.0551",
"0500000US49049","Utah County, Utah","0.4326","0.0160",
"0500000US49053","Washington County, Utah","0.4700","0.0410",
"0500000US49057","Weber County, Utah","0.4409","0.0206",
"0500000US50007","Chittenden County, Vermont","0.4608","0.0215",
"0500000US51003","Albemarle County, Virginia","0.4687","0.0256",
"0500000US51013","Arlington County, Virginia","0.4663","0.0180",
"0500000US51015","Augusta County, Virginia","0.4364","0.0370",
"0500000US51019","Bedford County, Virginia","0.4335","0.0355",
"0500000US51041","Chesterfield County, Virginia","0.4196","0.0144",
"0500000US51059","Fairfax County, Virginia","0.4300","0.0084",
"0500000US51061","Fauquier County, Virginia","0.4492","0.0242",
"0500000US51069","Frederick County, Virginia","0.4060","0.0324",
"0500000US51085","Hanover County, Virginia","0.4218","0.0213",
"0500000US51087","Henrico County, Virginia","0.4732","0.0189",
"0500000US51095","James City County, Virginia","0.4506","0.0339",
"0500000US51107","Loudoun County, Virginia","0.3705","0.0123",
"0500000US51121","Montgomery County, Virginia","0.5067","0.0342",
"0500000US51153","Prince William County, Virginia","0.3819","0.0129",
"0500000US51161","Roanoke County, Virginia","0.4708","0.0366",
"0500000US51165","Rockingham County, Virginia","0.4018","0.0254",
"0500000US51177","Spotsylvania County, Virginia","0.3865","0.0211",
"0500000US51179","Stafford County, Virginia","0.3982","0.0356",
"0500000US51199","York County, Virginia","0.3705","0.0350",
"0500000US51510","Alexandria city, Virginia","0.4773","0.0184",
"0500000US51550","Chesapeake city, Virginia","0.4127","0.0155",
"0500000US51650","Hampton city, Virginia","0.4538","0.0455",
"0500000US51680","Lynchburg city, Virginia","0.5085","0.0546",
"0500000US51700","Newport News city, Virginia","0.4270","0.0177",
"0500000US51710","Norfolk city, Virginia","0.4435","0.0137",
"0500000US51740","Portsmouth city, Virginia","0.5079","0.0750",
"0500000US51760","Richmond city, Virginia","0.5294","0.0192",
"0500000US51770","Roanoke city, Virginia","0.4843","0.0298",
"0500000US51800","Suffolk city, Virginia","0.4438","0.0389",
"0500000US51810","Virginia Beach city, Virginia","0.4373","0.0159",
"0500000US53005","Benton County, Washington","0.4476","0.0208",
"0500000US53007","Chelan County, Washington","0.5148","0.0369",
"0500000US53009","Clallam County, Washington","0.4511","0.0392",
"0500000US53011","Clark County, Washington","0.4339","0.0152",
"0500000US53015","Cowlitz County, Washington","0.4252","0.0215",
"0500000US53021","Franklin County, Washington","0.4037","0.0483",
"0500000US53025","Grant County, Washington","0.4482","0.0416",
"0500000US53027","Grays Harbor County, Washington","0.4327","0.0278",
"0500000US53029","Island County, Washington","0.4210","0.0234",
"0500000US53033","King County, Washington","0.4857","0.0074",
"0500000US53035","Kitsap County, Washington","0.4597","0.0215",
"0500000US53041","Lewis County, Washington","0.4493","0.0485",
"0500000US53045","Mason County, Washington","0.4115","0.0270",
"0500000US53053","Pierce County, Washington","0.4139","0.0104",
"0500000US53057","Skagit County, Washington","0.4624","0.0224",
"0500000US53061","Snohomish County, Washington","0.4231","0.0105",
"0500000US53063","Spokane County, Washington","0.4290","0.0099",
"0500000US53067","Thurston County, Washington","0.4180","0.0211",
"0500000US53073","Whatcom County, Washington","0.4582","0.0204",
"0500000US53077","Yakima County, Washington","0.4057","0.0164",
"0500000US54003","Berkeley County, West Virginia","0.3982","0.0434",
"0500000US54011","Cabell County, West Virginia","0.5299","0.0304",
"0500000US54033","Harrison County, West Virginia","0.4366","0.0259",
"0500000US54039","Kanawha County, West Virginia","0.4952","0.0268",
"0500000US54061","Monongalia County, West Virginia","0.5338","0.0308",
"0500000US54081","Raleigh County, West Virginia","0.5194","0.0548",
"0500000US54107","Wood County, West Virginia","0.4891","0.0466",
"0500000US55009","Brown County, Wisconsin","0.4487","0.0280",
"0500000US55017","Chippewa County, Wisconsin","0.4155","0.0348",
"0500000US55025","Dane County, Wisconsin","0.4479","0.0104",
"0500000US55027","Dodge County, Wisconsin","0.3943","0.0223",
"0500000US55035","Eau Claire County, Wisconsin","0.4395","0.0329",
"0500000US55039","Fond du Lac County, Wisconsin","0.4041","0.0294",
"0500000US55055","Jefferson County, Wisconsin","0.4030","0.0310",
"0500000US55059","Kenosha County, Wisconsin","0.4467","0.0270",
"0500000US55063","La Crosse County, Wisconsin","0.4696","0.0381",
"0500000US55071","Manitowoc County, Wisconsin","0.4347","0.0277",
"0500000US55073","Marathon County, Wisconsin","0.4097","0.0207",
"0500000US55079","Milwaukee County, Wisconsin","0.4852","0.0111",
"0500000US55087","Outagamie County, Wisconsin","0.4239","0.0202",
"0500000US55089","Ozaukee County, Wisconsin","0.4813","0.0327",
"0500000US55097","Portage County, Wisconsin","0.3948","0.0218",
"0500000US55101","Racine County, Wisconsin","0.4495","0.0328",
"0500000US55105","Rock County, Wisconsin","0.4005","0.0205",
"0500000US55109","St. Croix County, Wisconsin","0.3828","0.0259",
"0500000US55111","Sauk County, Wisconsin","0.3927","0.0323",
"0500000US55117","Sheboygan County, Wisconsin","0.4322","0.0235",
"0500000US55127","Walworth County, Wisconsin","0.4787","0.0421",
"0500000US55131","Washington County, Wisconsin","0.3860","0.0249",
"0500000US55133","Waukesha County, Wisconsin","0.4357","0.0158",
"0500000US55139","Winnebago County, Wisconsin","0.4047","0.0158",
"0500000US55141","Wood County, Wisconsin","0.4473","0.0228",
"0500000US56021","Laramie County, Wyoming","0.4269","0.0312",
"0500000US56025","Natrona County, Wyoming","0.4627","0.0379",
"0500000US72013","Arecibo Municipio, Puerto Rico","0.5251","0.0317",
"0500000US72021","Bayamón Municipio, Puerto Rico","0.5196","0.0255",
"0500000US72025","Caguas Municipio, Puerto Rico","0.5515","0.0339",
"0500000US72031","Carolina Municipio, Puerto Rico","0.4690","0.0255",
"0500000US72061","Guaynabo Municipio, Puerto Rico","0.5297","0.0325",
"0500000US72097","Mayagüez Municipio, Puerto Rico","0.5635","0.0388",
"0500000US72113","Ponce Municipio, Puerto Rico","0.5777","0.0299",
"0500000US72127","San Juan Municipio, Puerto Rico","0.6272","0.0203",
"0500000US72135","Toa Alta Municipio, Puerto Rico","0.4787","0.0444",
"0500000US72137","Toa Baja Municipio, Puerto Rico","0.4507","0.0253",
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","0.4571","0.0360",
